0x0	0x0
0x40	0x2f
0xf	0xc
0x4	0x0
0x8	0x0
0x3f	0x2f
0x1f	0x10
0x2	0x0
0x5	0x0
0x7	0x0
0xc	0xc
0x12	0x10
0x14	0x10
0x15	0x10
0x18	0x10
0x19	0x10
0x1b	0x10
0x21	0x10
0x22	0x10
0x27	0x10
0x2b	0x10
0x30	0x2f
0x32	0x2f
0x34	0x2f
0x36	0x2f
0x37	0x2f
0x39	0x2f
0x3a	0x2f
0x3d	0x2f
0x43	0x2f
0x47	0x2f
0x4c	0x4b
0x4e	0x4b
0x51	0x4b
0x53	0x4b
0x55	0x4b
0x57	0x4b
0x59	0x4b
0x5a	0x4b
0x5e	0x5e
0x5f	0x5e
0x63	0x5e
0x64	0x5e
0x69	0x67
0x6b	0x67
0x6d	0x67
0x6f	0x67
0x70	0x67
0x72	0x67
0x73	0x67
0x76	0x67
0x78	0x67
0x7c	0x67
0x7f	0x67
0x83	0x67
0x88	0x87
0x8a	0x87
0x8d	0x87
0x8f	0x87
0x91	0x87
0x93	0x87
0x95	0x87
0x96	0x87
0x9a	0x9a
0x9b	0x9a
0x9f	0x9a
0xa0	0x9a
0xa5	0xa3
0xa8	0xa3
0xa9	0xa3
0xab	0xa3
0xac	0xa3
0xae	0xa3
0xaf	0xa3
0xb4	0xa3
0xb6	0xa3
0xb9	0xa3
0xbb	0xa3
0xbd	0xa3
0xbf	0xa3
0xc0	0xa3
0xc3	0xa3
0xc4	0xa3
0xc7	0xa3
0xcb	0xa3
0xcc	0xa3
0xcf	0xa3
0xd1	0xa3
0xd4	0xa3
0xd9	0xa3
0xdb	0xa3
0xde	0xa3
0xe2	0xa3
0xe4	0xa3
0xe7	0xa3
0xe9	0xa3
0xec	0xa3
0xee	0xa3
0xef	0xa3
0xf2	0xa3
0xf9	0xa3
0xfb	0xa3
0x101	0xa3
0x103	0xa3
0x104	0xa3
0x106	0xa3
0x108	0xa3
0x10b	0xa3
0x10d	0xa3
0x111	0xa3
0x112	0xa3
0x114	0xa3
0x115	0xa3
0x119	0x119
0x11f	0x11d
0x120	0x11d
0x121	0x11d
0x123	0x11d
0x124	0x11d
0x128	0x128
0x129	0x128
0x12d	0x128
0x12e	0x128
0x136	0x131
0x138	0x131
0x13a	0x131
0x13c	0x131
0x13d	0x131
0x13e	0x131
0x13f	0x131
0x143	0x131
0x14a	0x149
0x14e	0x149
0x153	0x149
0x157	0x156
0x15b	0x156
0x160	0x156
0x194	0x193
0x196	0x193
0x197	0x193
0x199	0x193
0x19a	0x193
0x19c	0x193
0x19d	0x193
0x1a0	0x193
0x1a3	0x193
0x1a6	0x193
0x1aa	0x193
0x1ac	0x193
0x1ae	0x193
0x1b1	0x193
0x1b3	0x193
0x1b7	0x193
0x1b9	0x193
0x1bb	0x193
0x1be	0x193
0x1c0	0x193
0x1c4	0x193
0x1c6	0x193
0x1c8	0x193
0x1cb	0x193
0x1cd	0x193
0x1d0	0x193
0x171S0x10	0x171B0x10
0x188S0x10	0x188B0x10
0x164S0x10	0x163B0x10
0x166S0x10	0x163B0x10
0x16aS0x10	0x163B0x10
0x16bS0x10	0x163B0x10
0x16cS0x10	0x163B0x10
0x16dS0x10	0x163B0x10
0x177S0x10	0x175B0x10
0x178S0x10	0x175B0x10
0x17aS0x10	0x175B0x10
0x17cS0x10	0x175B0x10
0x17eS0x10	0x175B0x10
0x17fS0x10	0x175B0x10
0x181S0x10	0x175B0x10
0x183S0x10	0x175B0x10
0x184S0x10	0x175B0x10
0x2e	0x10
0x4a	0x2f
0x86	0x67
0x148	0x131
0x155	0x149
0x162	0x156
0xb	0x0
0x5d	0x4b
0x99	0x87
0x118	0xa3
0x127	0x11d
0x1d2	0x193
0x66	0x5e
0xa2	0x9a
0x11c	0x119
0x130	0x128
0x152	0x149
0x15f	0x156
0x1a5	0x193
0x26	0x10
0x3c	0x2f
0x75	0x67
0xb8	0xa3
0xc8	0xa3
0xd0	0xa3
0xd8	0xa3
0xe1	0xa3
0xe8	0xa3
0xed	0xa3
0xf3	0xa3
0x141	0x131
0x1ad	0x193
0x1b2	0x193
0x1ba	0x193
0x1bf	0x193
0x1c7	0x193
0x1cc	0x193
0x62	0x5e
0x9e	0x9a
0x12c	0x128
0x174S0x10	0x171B0x10
0x18bS0x10	0x188B0x10
0x170S0x10	0x163B0x10
0x187S0x10	0x175B0x10
0x192S0x10	0x18cB0x10
